FID,OBJECTID,SHAPE,PARK,FLAECHE,TYP,TELEFON,EINFRIEDUNG,WEBLINK1,HUNDETRAENKE,SE_ANNO_CAD_DATA
HUNDEZONEOGD.2098142,2098142,POINT (16.356449938862934 48.19344461177224),Willi-Frank-Park,ca. 3379 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098143,2098143,POINT (16.381793344103418 48.17267078940824),PA Kudlichgasse,ca. 836 m²,Hundeverbot,01 4000 8042,ja,,keine,
HUNDEZONEOGD.2098144,2098144,POINT (16.37572703001331 48.1783925472957),PA Keplerplatz,ca. 5351 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098145,2098145,POINT (16.410544887831957 48.231240352442015),Copa Beach (MA45),ca. 760 m²,Hundeverbot,01 4000 96530,nein,,keine,
HUNDEZONEOGD.2098146,2098146,POINT (16.34634369958127 48.181737415419704),Haydnpark,ca. 12687 m²,Hundeverbot,01 4000 8042,ja,,keine,
HUNDEZONEOGD.2098147,2098147,POINT (16.38068201854561 48.20576243540697),Stadtpark,ca. 54810 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098148,2098148,POINT (16.313180245359483 48.209406195034816),PA Hettenkofergasse,ca. 1687 m²,Hundeverbot,01 4000 8042,ja,,keine,
HUNDEZONEOGD.2098149,2098149,POINT (16.34999855783035 48.18592656271798),Einsiedlerpark,ca. 6141 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098150,2098150,POINT (16.37955795543637 48.176532227518166),PA Wielandplatz,ca. 4044 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098151,2098151,POINT (16.47983774447309 48.246311745584904),Teich Hirschstetten,ca. 47997 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098152,2098152,POINT (16.472936237103188 48.238363447924876),Blumengärten Hirschstetten,ca. 240011 m²,Hundeverbot,01 4000 8042,ja,,keine,
HUNDEZONEOGD.2098153,2098153,POINT (16.338947365175994 48.178171172358965),Wilhelmsdorfer Park,ca. 13050 m²,Hundeverbot,01 4000 8042,teilweise,,keine,
HUNDEZONEOGD.2098154,2098154,POINT (16.363015509835215 48.18474220371731),Klieberpark,ca. 3142 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098155,2098155,POINT (16.400737534217267 48.21179109071167),Prater - Zirkuswiese,ca. 26036 m²,Hundeverbot,01 4000 8042,keine Angabe,,keine,
HUNDEZONEOGD.2098156,2098156,POINT (16.443605145609837 48.26332388060052),Karl-Seidl-Park,ca. 5472 m²,Hundeverbot,01 4000 8042,nein,,keine,
HUNDEZONEOGD.2098157,2098157,POINT (16.408417395589932 48.206877482036056),Prater - Arenawiese,ca. 58544 m²,Hundeverbot,01 4000 8042,nein,,keine,
HUNDEZONEOGD.2098158,2098158,POINT (16.34824421436825 48.19517338258374),Schmalzhoftempelpark,ca. 1332 m²,Hundeverbot,01 4000 8042,ja,,keine,
HUNDEZONEOGD.2098159,2098159,POINT (16.393125230728273 48.20204908491047),Rochuspark,ca. 1357 m²,Hundeverbot,01 4000 8042,ja,,keine,
HUNDEZONEOGD.2098160,2098160,POINT (16.38970118000556 48.1996438934285),Haubenstock-Ramati-Park,ca. 1770 m²,Hundeverbot,01 4000 8042,nein,,keine,
HUNDEZONEOGD.2098161,2098161,POINT (16.368413379721375 48.17492383183371),Laubepark,ca. 5023 m²,Hundeverbot,01 4000 8042,nein,,keine,
HUNDEZONEOGD.2098162,2098162,POINT (16.376983967200573 48.20188875514372),PA Beethovenplatz,ca. 1650 m²,Hundeverbot,01 4000 8042,nein,,keine,
HUNDEZONEOGD.2098163,2098163,POINT (16.335456230714744 48.192167044260486),PA Moshe-Jahoda-Platz,ca. 533 m²,Hundeverbot,01 4000 8042,nein,,keine,
HUNDEZONEOGD.2098164,2098164,POINT (16.38485133086289 48.21768684036414),Odeonpark,ca. 2521 m²,Hundeverbot,01 4000 8042,nein,,keine,
